Name,Address,Type,Property Age,No. of units,Transactions in last 180 days,Latest transaction unit price
晉嶺,西洋菜北街289號,單幢物業,4,83,3,$20415
安寧大廈,青山道145-153號,單幢物業,35,80,3,$12900
倫美大廈,青山道388號,單幢物業,34,80,3,-
運福樓,鴨寮街28-36號,單幢物業,36,79,3,-
友來大廈,鴨寮街9-19號,單幢物業,34,78,3,$14320
順寧苑,順寧道283-297號,單幢物業,17,144,3,-
順景華庭,順寧道483號,單幢物業,15,176,3,-
長盛豪苑,長沙灣道638號,單幢物業,19,112,3,-
嘉榮大廈,福榮街6-12號,單幢物業,39,72,3,$14711
嘉都大廈,大埔道37-39號,單幢物業,39,72,3,-
悅海軒,通州街218號,單幢物業,15,72,3,$12925
五聯大廈,大埔道192號,單幢物業,55,105,3,-
永寧大廈,長發街17號,單幢物業,29,96,3,$14903
新寶大廈,保安道27號,單幢物業,43,94,3,$11286
華邦大樓,福華街69-75號,單幢物業,40,68,3,-
嘉安大樓,白楊街27-29號,單幢物業,39,59,3,-
南邦大廈,南昌街128-136號,單幢物業,37,59,3,-
新華大樓,福華街179-185號,單幢物業,43,65,2,$13007
置輝閣,大埔道31-35號,單幢物業,35,65,2,-
喜居,醫局街161號,單幢物業,10,66,2,-
新寧閣,順寧道29-39號,單幢物業,38,66,2,-
玉泉樓,汝州街237-241號,單幢物業,53,51,2,-
福榮大樓,東沙島街149-155A號,單幢物業,55,51,2,-
顯暉大廈,青山道129-135號,單幢物業,38,52,2,-
華興大樓,欽州街16-22號,單幢物業,53,52,2,-
永發大廈,鴨寮街1-7號,單幢物業,31,52,2,-
翠峰28,大埔道20-28號,單幢物業,8,53,2,$17598
長康大廈,長沙灣道26-32號,單幢物業,37,84,2,-
東成大廈,鴨寮街155-167號,單幢物業,0,77,2,-
僑輝大廈,僑蔭街2-8號,單幢物業,35,88,2,$12292
兩洲大廈,元州街72-82號,單幢物業,52,85,2,-
麗群閣,青山道438號,單幢物業,24,96,2,$14211
冠奇大廈,福榮街153-159號,單幢物業,55,96,2,$9374
寶華閣,元州街450-464號,單幢物業,33,96,2,-
曉盈,福榮街188號,單幢物業,3,110,2,$18007
成都大廈,大埔道32-36號,單幢物業,39,110,2,-
祥利大廈,青山道443-445號,單幢物業,21,61,2,-
文裔大廈,長沙灣道176號,單幢物業,49,60,2,-
金濤閣,欽州街8號,單幢物業,18,72,2,-
順泰大廈,福華街4號,單幢物業,53,71,2,-
福昇大廈,福華街17-25號,單幢物業,40,113,2,-
新豪大廈,西洋菜北街275號,單幢物業,39,110,2,-
宇宙大廈,青山道170號,單幢物業,39,111,2,-
龍華大廈,福華街16-24號,單幢物業,54,137,2,-
怡景閣,順寧道513-521號,單幢物業,20,78,2,-
嘉裕居,醫局街198號,單幢物業,16,80,2,$15534
秀怡閣,順寧道455號,單幢物業,28,89,2,-
海華麗軒,興華街38號,單幢物業,18,88,2,-
富華廣場,昌華街23號,單幢物業,22,198,2,-
喜漾,元州街393-399號,屋苑,2,286,1,-
喜韻,青山道368號,屋苑,3,175,1,-
永隆大廈,永隆街20-22號,單幢物業,54,220,1,$6087
新輝大廈,大埔道103號,單幢物業,43,118,1,-
海祥大廈,大埔道72-74號,單幢物業,30,120,1,-
逸華軒,大埔道128號,單幢物業,17,104,1,-
華僑大廈,大埔道76-84號,屋苑,60,113,1,-
友聯大樓,大埔道70A-70D號,單幢物業,56,88,1,-
九洲大廈,九江街6-8號,單幢物業,36,88,1,-
寓．?捌,福榮街228-234號,單幢物業,6,88,1,-
南昌中心,南昌街89號,單幢物業,24,90,1,-
新榮大樓,福榮街27號,單幢物業,52,90,1,-
三英大廈,大埔道23號,單幢物業,52,81,1,-
新寧大樓,北河街203-209號,單幢物業,43,80,1,-
紫雲大樓,石硤尾街23號,單幢物業,53,79,1,-
昌華閣,元州街471號,單幢物業,26,78,1,-
恆順大廈,東京街37-39號,單幢物業,38,72,1,-
南洋大廈,九江街126號,單幢物業,44,72,1,$11285
恆寧閣,順寧道253-263號,單幢物業,37,72,1,-
寶安閣,保安道1號,單幢物業,26,72,1,$13169
文海樓,長沙灣道80-82號,單幢物業,53,72,1,-
長勝大廈,長沙灣道1-5號,單幢物業,52,73,1,-
德寶大廈,欽州街47-49號,單幢物業,53,60,1,$9162
鑽石樓,南昌街195-199號,單幢物業,51,63,1,-
德昌大廈,欽州街24-30號,單幢物業,54,62,1,-
建安大廈,營盤街163-173號,單幢物業,36,64,1,-
正輝大樓,長沙灣道107號,單幢物業,51,68,1,-
新北河大樓,鴨寮街176-180號,單幢物業,54,64,1,-
鴻運大廈,長沙灣道31-41號,單幢物業,43,64,1,-
興業大樓,青山道60E號,單幢物業,56,109,1,$8705
長樂大廈,長沙灣道199號,單幢物業,53,96,1,-
耀輝大廈,集輝街8號,單幢物業,29,96,1,-
萬安大樓,荔枝角道282-290A號,單幢物業,54,86,1,-
金華大廈,長沙灣道240號,單幢物業,41,87,1,-
華麗廣埸,南昌街188號,單幢物業,21,88,1,-
榮利大廈,福榮街142號,單幢物業,38,78,1,-
翠雲大廈,元州街161號,單幢物業,54,77,1,-
順寧大廈,昌華街28號,單幢物業,35,84,1,-
順景閣,順寧道15號,單幢物業,27,83,1,-
萬和大廈,白楊街56-72號,單幢物業,37,55,1,-
豐祥大廈,元州街340號,單幢物業,38,54,1,-
兆昌大廈,南昌街70-76號,單幢物業,19,54,1,-
康寧大廈,長沙灣道164號,單幢物業,53,54,1,$8471
華都大廈,大埔道14-16號,單幢物業,41,51,1,-
石安大廈,長沙灣道104號,單幢物業,42,52,1,-
仁禮大廈,醫局街222-224號,單幢物業,39,52,1,-
偉業樓,石硤尾街22-28號,單幢物業,42,68,1,-
廣興大廈,長沙灣道52-54號,單幢物業,52,68,1,-
美奇大廈,青山道457-463號,單幢物業,34,66,1,-
大安樓,荔枝角道195-201號,單幢物業,57,66,1,-
惠康大廈,桂林街38J-38K號,單幢物業,54,66,1,-
曉珀,界限街51號,單幢物業,3,59,1,-
涵碧樓,汝州街246號,單幢物業,53,60,1,-
耀昌隆大樓,荔枝角道239號,單幢物業,39,65,1,-
興隆大廈,基隆街385-391號,單幢物業,53,65,1,-
醫局街173-177A號,醫局街173-177A號,單幢物業,54,55,1,-
銀海大廈,海壇街163號,單幢物業,27,56,1,$14247
美景大廈,鴨寮街21-29號,單幢物業,31,56,1,-
永順大廈,永隆街1-7號,單幢物業,44,55,1,-
慶華大廈,福華街147-151A號,單幢物業,55,56,1,-
寶昌大樓,南昌街148-154號,單幢物業,49,59,-,-
富華大廈,桂林街31號,單幢物業,38,58,-,-
華仁大廈,大埔道92-102號,單幢物業,52,56,-,-
恆成大廈,長沙灣道22-24號,單幢物業,54,55,-,-
聯康大廈,基隆街316-324號,單幢物業,43,55,-,-
青山道62號,青山道62號,單幢物業,50,56,-,-
普陞閣,海壇街151-159號,單幢物業,25,60,-,-
西洋菜北街464-466號,西洋菜北街464-466號,單幢物業,60,66,-,-
常福大廈,福榮街92-98號,單幢物業,52,68,-,-
榮發閣,福榮街508號,單幢物業,28,51,-,-
快樂大廈,北河街201號,單幢物業,35,52,-,-
康福樓,順寧道26-36號,單幢物業,34,76,-,-
順安閣,順寧道17-25號,單幢物業,28,77,-,-
元安大廈,營盤街130號,單幢物業,52,77,-,-
日輝大廈,順寧道273號,單幢物業,26,104,-,-
福華大廈,福華街72-86號,單幢物業,58,97,-,-
東景大廈,青山道413號,單幢物業,28,96,-,-
永明大廈,欽州街34-42號,單幢物業,47,108,-,-
榮華樓,長沙灣道109-115號,單幢物業,35,69,-,-
順輝大廈,長發街22號,單幢物業,24,64,-,-
萬邦大廈,汝州街48-56號,單幢物業,39,61,-,-
威信大廈,大埔道75號,單幢物業,37,60,-,-
安順大廈,汝州街208號,單幢物業,37,72,-,-
東成大廈,長沙灣道47-55號,單幢物業,39,72,-,-
長沙大樓,長沙灣道116-122號,單幢物業,54,72,-,-
福仁大廈,福華街161-175號,單幢物業,39,110,-,-
南昌一號,南昌街1及3號,單幢物業,0,129,-,-
喜盈,青山道400號,單幢物業,3,130,-,-
北河大廈,福華街117號,單幢物業,40,132,-,-
喜遇,福榮街538,單幢物業,0,136,-,-
AVA 61,大埔道,單幢物業,0,138,-,-
青薈,青山道201號,單幢物業,2,81,-,-
楓華樓,福華街35-39號,單幢物業,53,81,-,-
永華大廈,福榮街171號,單幢物業,22,90,-,-
元安大廈,元州街32-40號,單幢物業,54,82,-,-
褔隆大廈,福華街191-199號,單幢物業,26,82,-,-
寶熙苑,保安道255號,屋苑,25,390,-,-
順寧居,順寧道439號,單幢物業,22,92,-,-
金必多大廈,元州街85-95號,單幢物業,40,100,-,-
潤發大廈,元州街231-247號,單幢物業,29,102,-,-
海柏匯,通州街208號,單幢物業,1,161,-,-
曉悅,福華街571號,單幢物業,2,187,-,-
尚都,順寧道83號,單幢物業,0,157,-,-
通州大廈,通州街270-286號,單幢物業,54,159,-,-
樂年花園,順寧道18號,屋苑,23,728,-,-
嘉美中心,醫局街238號,屋苑,31,160,-,-
太子中心,大埔道70號,屋苑,30,174,-,-
又一居,瑰麗路21號,屋苑,23~26,1823,30,$20446
又一村花園,達之路68號,屋苑,31~32,488,11,$20072
畢架山峰,歌和老街20號,屋苑,12,221,7,-
郝德傑山,郝德傑道2號,屋苑,14,88,5,-
福田大廈,偉智街38號,單幢物業,38,96,5,-
金玉大廈,偉智里2號,單幢物業,37,178,4,$12946
帝景峰,延坪道8號,屋苑,19~21,590,4,-
爾登豪庭,大埔道363號,屋苑,17,82,3,-
寶田大廈,偉智街39號,單幢物業,37,63,3,-
田豐樓,偉智里3號,單幢物業,38,85,2,-
白玉樓,偉智里1號,單幢物業,38,85,2,-
南昌戲院大廈,南昌街223-237號,單幢物業,44,126,1,-
爾登華庭,大埔道369號,屋苑,18,126,1,-
畢架山花園,龍坪道1-19號,屋苑,31~33,642,1,-
興隆大廈,青山道202號,單幢物業,0,88,1,-
玫瑰苑,玫瑰街23-34號,屋苑,51,66,-,-
畢架山一號,畢架山道1號,屋苑,14,607,9,$29149
碧麗閣,范信達道7號,屋苑,41,269,3,-
龍翔苑,廣播道15-37號,屋苑,48,296,3,-
星輝豪庭,廣播道63號,屋苑,18,178,3,-
霞明閣,義本道9號,屋苑,49,144,3,$21108
翠麗苑,馬可尼道4號,屋苑,43,72,3,-
雅華閣,廣播道44號,單幢物業,45,54,3,-
雅景樓,義本道7號,單幢物業,53,72,2,-
馬可尼大廈,馬可尼道2號,單幢物業,43,72,2,$14896
碧華花園,喇沙利道16號,屋苑,37~38,480,2,-
百樂園,廣播道6號,屋苑,45,96,2,$15741
百美花園,馬可尼道6號,屋苑,41,84,2,-
寶能閣,廣播道10-12號,屋苑,43~44,160,1,-
新德園,禧福道1號,屋苑,35,146,1,-
真能閣,范信達道4-6號,屋苑,43,144,1,-
尚御,廣播道81號,屋苑,7,103,1,-
金翠苑,廣播道36號,屋苑,41,72,1,-
賢文別墅,延文禮士道22號,屋苑,41,45,1,-
光輝園,范信達道1號,單幢物業,42,72,1,-
陶源,衙前圍道51號,單幢物業,16,74,1,-
偉錦園 (1-2座),廣播道39號,單幢物業,47,70,1,$15830
嘉皇臺,廣播道83號,單幢物業,16,94,1,-
美輪閣,廣播道42號,單幢物業,43,54,1,-
傲名,喇沙利道8號,單幢物業,4,58,-,-
萬寶閣,廣播道41號,單幢物業,46,54,-,-
雅麗園 (A-B座),廣播道43號,單幢物業,47,63,-,-
信達閣,范信達道3號,單幢物業,42,61,-,-
雅芳園,范信達道2號,單幢物業,44,72,-,-
龍苑,嘉林邊道23號,屋苑,6,28,-,-
天樂園,安域道3號,屋苑,43,56,-,-
義德道1及3號,義德道1及3號,屋苑,4,44,-,-
映月臺,安域道2號,屋苑,49~50,42,-,-
雲門,義德道5及7及9號,屋苑,4,47,-,-
逸瓏,廣播道1號,屋苑,7,120,-,-
賢文禮士,延文禮士道38號,屋苑,2,134,-,-
根德閣,界限街131-139號,屋苑,38,150,-,-
怡德花園,衙前圍道168號,屋苑,31,84,-,-
麗港城,麗港街1號,屋苑,24~28,8072,61,$12778
匯景花園,匯景道8號,屋苑,26~27,4114,27,$13791
康華苑,連德道2號,屋苑,31,1680,24,-
康柏苑,碧雲道139號,屋苑,25,2410,17,$12103
康雅苑,碧雲道189號,屋苑,25,1824,15,$8314
康田苑,啟田道47號,屋苑,36~37,792,13,$12799
德田?,碧雲道223號,屋苑,0,5159,11,$6546
鯉安苑,鯉魚門道11號,屋苑,16,1683,10,$11108
啟田大廈,啟田道61號,屋苑,39,503,8,$10661
高俊苑,高超道23號,屋苑,22~23,1616,8,$11009
康逸苑,德田街1號,屋苑,17,1600,7,-
油翠苑,鯉魚門道,屋苑,0,1480,7,$9222
興田?,連德道8號,屋苑,0,2448,7,$5869
康瑞苑,碧雲道133號,單幢物業,19,350,4,-
PENINSULA EAST,崇耀街9號,屋苑,2,256,4,-
OCEAN ONE,崇信街6號,單幢物業,5,126,4,-
康盈苑,碧雲道225號,單幢物業,27,816,4,-
油塘中心,嘉榮街6號,屋苑,38,506,3,-
嘉賢居,草園街8號,單幢物業,9,185,3,$14286
祐福大樓,茶果嶺道171號,單幢物業,51,76,3,-
鯉灣天下,祟信街8號,單幢物業,12,210,2,-
淘大花園,牛頭角道77號,屋苑,31~37,4896,112,$14537
得寶花園,牛頭角道3號,屋苑,34,2016,60,$15239
麗晶花園,宏光道80號,屋苑,33,5904,56,$11830
德福花園,偉業街33號,屋苑,36~38,4991,54,$12793
嘉和園,牛頭角道15-19號,屋苑,41,682,20,$11994
瓊山苑,豐盛街32號,屋苑,35~36,1584,16,$10282
曉暉花園,豐盛街63號,屋苑,19,1034,12,$12256
順緻苑,順緻街4號,屋苑,36~39,1539,9,-
利基大廈,牛頭角道55號,屋苑,40~41,575,9,$12925
宏光樓,牛頭角道33號,屋苑,41,648,8,$12225
偉景樓,佐頓谷北道1-9號,單幢物業,45,276,6,-
新麗花園,瓊東街2號,屋苑,33,600,6,$11917
樂雅苑,振華道50號,屋苑,34~37,1331,6,$10850
安基苑,振華道20號,屋苑,34~36,920,5,-
海港花園,豐盛街33號,屋苑,28,420,5,-
清水灣道8號,清水灣道8號,單幢物業,13,316,4,$15841
啟泰苑,啟業道28號,屋苑,35,624,4,$7619
彩霞?,彩霞道18號,屋苑,0,2238,4,-
瓊軒苑,瓊東街1號,單幢物業,16,344,2,-
威豪花園,永定道2號,屋苑,29,744,2,-
瓊麗苑,豐盛街38號,屋苑,29,700,1,-
彩峰苑,彩鳳徑23號,單幢物業,21,608,1,-
怡發花園,永定道15號,單幢物業,24,82,1,-
興業大廈,清水灣道19號,單幢物業,29,84,-,-
怡富花園,永定道20號,單幢物業,24,98,-,-
彩興苑,彩盛里1號,屋苑,0,1358,-,-
曉麗苑,曉光街21號,屋苑,21,4864,27,$11362
觀塘大廈,月華街36號,單幢物業,53,456,10,$10431
集景樓,月華街50號,單幢物業,52,193,9,$11150
康麗園,康寧道147號,屋苑,45,480,8,$9490
祥和苑,協和街277號,屋苑,34,1584,8,-
寶珮苑,寶珮街2-9號,屋苑,23,1750,7,$8989
瑞寧樓,雲漢街2-24號,屋苑,49~51,445,7,$9006
萬福大廈,月華街40號,單幢物業,46,382,7,$10998
康寧大樓,康寧道105-119號,單幢物業,55,107,6,-
協和大廈,協和街143-167號,單幢物業,52,298,6,$9639
華苑大廈,月華街42號,屋苑,48,191,6,-
觀塘戲院大廈,通明街9-15號,屋苑,47,174,5,$9808
兆景樓,安華街2-8號,單幢物業,43,208,5,$10960
康濤閣,康寧道149-151號,屋苑,33,400,5,-
金橋華廈,康寧道25-41號,單幢物業,52,307,5,$9951
萬和花園大廈,月華街38號,單幢物業,53,264,5,-
麗裕大廈,馬蹄徑3號,單幢物業,28,162,4,$14828
曉明閣,曉光街30號,單幢物業,39,276,4,$10364
協威園,協和街303號,屋苑,45,240,4,$10103
海景大廈,月華街26號,單幢物業,53,144,4,-
仁安大廈,牛頭角道357-375號,單幢物業,53,207,4,$8868
富裕大廈,定富街83-103號,單幢物業,42,152,4,$10684
合和大廈,協和街169-197號,單幢物業,51,400,4,-
翠屏(北)?,翠屏道19號,屋苑,0,6460,4,-
康寧大廈,康寧道79-89號,屋苑,55,164,3,-
林景閣,功樂道75號,屋苑,43,320,3,$10216
富華閣,曉光街44號,單幢物業,40,190,3,$9649
月明樓,月華街52號,單幢物業,44,218,3,-
仁寧大廈,定業街7-19號,單幢物業,46,120,3,-
僑業大廈,月華街18號,單幢物業,53,144,3,$10889
裕民中心,牛頭角道300-302號,屋苑,31,594,3,$10635
寶峰大廈,馬蹄徑5號,單幢物業,26,80,3,$15503
觀月•樺峰,月華街8號,單幢物業,4,299,3,$14647
多喜大廈,月華街45號,單幢物業,53,168,3,-
仁厚大廈,定富街94-110號,單幢物業,41,132,3,$13398
南僑大樓,雲漢街73-87號,單幢物業,52,84,3,-
宜安大廈,宜安街4F-6號,單幢物業,57,55,3,$10566
南泰大樓,瑞和街62號,單幢物業,53,56,2,-
福興樓,雲漢街37-47號,單幢物業,51,60,2,-
豐景樓,月華街49號,單幢物業,54,96,2,$9622
佳景樓,月華街12號,單幢物業,53,96,2,$10834
財利大樓,宜安街1-7號,單幢物業,54,70,2,$5828
景興閣,功樂道38號,單幢物業,41,60,2,-
美興大廈,聯安街30-36號,單幢物業,53,72,2,-
好景樓,月華街71號,單幢物業,54,72,2,-
晨星樓,雲漢街36-48號,單幢物業,48,114,2,$11086
宏業大樓,嘉樂街2-26號,單幢物業,53,112,2,-
月威大廈,月華街48號,單幢物業,48,143,2,$10774
富安大廈,定安街3-19號,單幢物業,42,138,2,-
仁富大廈,協和街121-141號,單幢物業,51,176,2,-
曉光閣,曉光街32號,單幢物業,39,275,2,-
安德大廈,定業街50號,單幢物業,44,80,2,-
順景大樓,嘉樂街19號,單幢物業,52,82,2,-
樂意園,康利道11號,屋苑,42,346,2,$10274
南康大廈,康利道23號,屋苑,42,140,2,-
興達大廈,通明街1-5號,單幢物業,53,208,2,-
金龍園,功樂道77號,單幢物業,42,160,2,$12047
曉華大廈,曉光街42號,單幢物業,40,190,2,-
雲漢大樓,雲漢街26-34號,屋苑,47,176,2,$8138
泰康樓,月華街28-30號,屋苑,48,192,1,-
富麗花園,功樂道9號,屋苑,28,276,1,-
凱德大廈,功樂道21號,屋苑,41,309,1,$10055
瑞和大廈,嘉樂街35-51號,單幢物業,48,161,1,-
觀景閣,月華街20號,單幢物業,52,120,1,-
百富閣,定裕坊3號,單幢物業,24,125,1,-
安寧大樓,物華街55-79號,單幢物業,53,102,1,-
碧麗苑,功樂道53號,屋苑,36,105,1,-
安順大廈,崇仁街21號,單幢物業,53,89,1,-
有利大樓,宜安街9-27號,單幢物業,55,80,1,-
振華苑,振華道22號,單幢物業,28,232,1,-
益利洋樓,康寧道57-69號,單幢物業,44,134,1,-
鴻發大樓,通明街21-33號,單幢物業,48,137,1,-
宜安中心,康寧道45號,單幢物業,28,138,1,-
鳳儀大廈,功樂道79號,單幢物業,42,162,1,-
瓊林大廈,牛頭角道327-333號,單幢物業,35,76,1,-
致昌大廈,宜安街2-4E號,單幢物業,57,76,1,-
超群大廈,平成里8號,單幢物業,53,72,1,-
永泰大廈,天香街6號,單幢物業,54,60,1,-
運通樓,平成里6號,單幢物業,53,60,1,-
建德大樓,協和街97號,單幢物業,53,64,1,-
建泰樓,雲漢街89-113號,單幢物業,49,96,1,$7358
時興樓,月華街57號,單幢物業,53,97,1,-
月華樓,月華街53號,單幢物業,53,96,1,-
通明大樓,通明街74-88號,單幢物業,55,106,1,-
功樂大廈,功樂道44號,單幢物業,44,96,1,$11357
長安大樓,瑞和街78號,單幢物業,53,77,1,-
泰興大廈,牛頭角道301-303號,單幢物業,56,51,1,-
冠天閣,康寧道11號,單幢物業,28,57,1,-
康寧大廈,物華街1-11A號,單幢物業,51,59,1,-
聯安大樓,聯安街25-31號,單幢物業,55,59,1,-
美安樓,恆安街41-47號,單幢物業,52,64,-,-
天香花園大廈,天香街4號,單幢物業,54,72,-,-
欣榮大樓,觀塘道239-249號,單幢物業,44,74,-,-
安樂花園大廈,月華街47號,單幢物業,53,72,-,-
永明樓,定安街114號,單幢物業,46,112,-,-
金豪閣,康利道25號,單幢物業,44,140,-,-
康寧閣,康寧道55號,單幢物業,31,138,-,-
華發大樓,通明街60-72A號,單幢物業,54,171,-,-
祥園,天香街1號,單幢物業,48,168,-,-
協利大樓,恆安街30號,單幢物業,55,80,-,-
金麗閣,功樂道81號,屋苑,41,120,-,-
光明大樓,通明街7號,單幢物業,31,92,-,-
官塘立成大廈,牛頭角道305-325A號,單幢物業,55,99,-,-
遠景大廈,月華街16號,單幢物業,52,119,-,-
華峰園,協和街301號,屋苑,45,160,-,-
龍蟠苑,龍蟠街8號,屋苑,26~31,3680,36,$13553
天馬苑,竹園道55號,屋苑,32,2800,31,$12115
鳳德?,鳳德道111號,屋苑,0,5342,24,$6646
現崇山,睦鄰街8號,屋苑,6,968,24,$17375
慈愛苑,慈雲山道120號,屋苑,18~21,4020,21,$8597
峻弦,豐盛街,屋苑,8,723,21,$14400
翠竹花園,翠竹街8號,屋苑,27~29,3524,16,$9400
采頤花園,彩虹道242號,屋苑,18,3000,16,$10611
星河明居,龍蟠街3號,屋苑,20,1684,14,$16054
竹園北?,穎竹街8號,屋苑,0,6736,13,$6911
宏景花園,斧山道185號,屋苑,19,2230,13,$10037
豪苑,龍翔道110號,屋苑,33,600,11,-
東頭(二)?,東頭村道183號,屋苑,0,6613,9,$8393
聯合大樓,靜安街22-36號,單幢物業,53,224,8,$9495
新蒲崗大廈,衍慶街32號,單幢物業,51,540,8,$10153
嘉峰臺,瓊東街8號,屋苑,15,2000,8,$9932
慈祥大廈,蒲田里2號,單幢物業,40,220,7,$10311
匯豪山,蒲崗村道99號,單幢物業,10,304,6,$14737
富祐大廈,蒲崗村道75號,單幢物業,40,200,6,-
越秀廣場,寧遠街9號,屋苑,23,312,6,$13737
黃大仙下?(一區),大成街3號,屋苑,0,4728,6,-
怡庭居,環鳳街128號,屋苑,19,176,6,$14570
鳳鑽苑,蒲崗村道80號,單幢物業,27,612,5,$12686
寶城大樓,石鼓壟道25號,單幢物業,51,132,5,-
鳳凰?大廈,銀鳳街7號,單幢物業,45,109,5,$10795
鳳華樓,環鳳街53A號,單幢物業,48,64,4,-
康景樓,爵祿街86號,單幢物業,46,269,4,-
昌泰大樓,景福街83-97號,單幢物業,55,91,4,-
永發大廈,毓華里8號,單幢物業,33,152,4,-
鵬程苑,翠竹街6號,單幢物業,27,816,4,-
悅庭軒,龍蟠街1號,屋苑,19,798,4,-
新光中心,龍翔道120號,屋苑,32,486,4,-
新蒲崗廣場,崇齡街33號,屋苑,22,460,4,$13508
啟德花園,彩虹道121號,屋苑,17~20,1256,4,-
富強苑,富美街8號,屋苑,23~27,1370,4,-
慈安苑,欣華街10號,屋苑,21~24,972,4,-
崇齡大廈,崇齡街85號,屋苑,47,274,3,-
萬年戲院大廈,毓華里51-59號,單幢物業,45,192,3,$8028
仁愛大樓,仁愛街2-24號,單幢物業,54,219,3,-
翠鳳樓,翠鳳街19-33號,單幢物業,47,118,3,$11189
鳳凰大樓,雙鳳街37號,單幢物業,53,79,3,$6399
御•豪門,沙浦道83號,單幢物業,8,266,3,$14019
慈華大廈,蒲英里8號,單幢物業,40,176,3,-
太子匯,太子道西444-450號,單幢物業,10,110,3,$15806
金橋大廈,錦榮街6-24A號,單幢物業,54,85,3,-
安強大樓,崇齡街91A-93號,單幢物業,55,88,3,-
蒲崗唐樓,衍慶街9-19A號,單幢物業,53,55,2,-
恆安大廈,蒲崗村道43-59號,單幢物業,38,92,2,-
華麗樓,蒲英里1-9號,單幢物業,41,88,2,$11828
寶翠大廈,翠鳳街35-45號,單幢物業,31,96,2,$13462
東誠大廈,衍慶街5-7號,單幢物業,54,106,2,$7280
金國大樓,杏林街2-6號,單幢物業,44,108,2,$9619
安康大廈,環鳳街35-35A號,單幢物業,31,69,2,$12793
萬寶大廈,毓華里28號,單幢物業,43,75,2,$12400
THE AVERY,侯王道16號,單幢物業,4,78,2,-
鳳寶大廈,環鳳街96號,單幢物業,42,114,2,-
彩虹唐樓,彩虹道8-34號,單幢物業,54,173,2,$7763
長春大廈,飛鳳街42號,單幢物業,43,170,2,-
寶發大廈,環鳳街54-66號,單幢物業,39,80,2,-
嘉強苑,富美街3號,屋苑,18~20,610,2,-
天宏苑,竹園道51號,屋苑,26,630,2,$9747
衍慶大廈,衍慶街34-58號,屋苑,54,257,2,-
華基大樓,毓華里11號,單幢物業,42,126,2,-
豪門,沙浦道46號,單幢物業,12,212,2,$14686
恆勝樓,獅子石道102號,屋苑,44,80,1,-
德強苑,富強街9號,屋苑,17,700,1,-
康強苑,杏林街23號,單幢物業,19,640,1,-
鳳祥樓,環鳳街17號,單幢物業,46,160,1,-
安福大樓,崇齡街95-97號,單幢物業,55,91,1,-
秀芳花園,蒲崗村道95號,單幢物業,37,139,1,$10264
成龍居,福佬村道18號,單幢物業,16,140,1,$16584
曉薈,賈炳達道33號,單幢物業,4,76,1,-
啟新大廈,衍慶街31-49號,單幢物業,56,75,1,-
毓華樓,芳華里9號,單幢物業,48,70,1,-
萬義大廈,崇齡街20-34A號,單幢物業,54,70,1,-
嗚鳳閣,鳴鳳街39號,單幢物業,23,96,1,-
裕富大廈,康強街1-17號,單幢物業,55,85,1,-
伯德大樓,鳴鳳街55-57號,單幢物業,35,84,1,-
御門•前,衙前塱道62號,單幢物業,4,67,1,-
新麗景唐樓,衍慶街60-64號,單幢物業,54,56,1,-
同豐樓,打鼓嶺道68-74號,單幢物業,50,67,-,-
嘉喜大廈,毓華里22號,單幢物業,37,84,-,-
城南大樓,城南道69號,單幢物業,52,64,-,-
如意樓,崇齡街80-94A號,單幢物業,54,63,-,-
永樂大廈,爵祿街18-30A號,單幢物業,54,55,-,-
安利大廈,鳳德道41-53號,單幢物業,48,169,-,-
帝峰豪苑,斧山道183號,單幢物業,18,186,-,-
鑽嶺,環鳳街68號,單幢物業,0,234,-,-
盈福苑,穎竹街17號,單幢物業,17,370,-,-
AVA 55,啟德道55號,單幢物業,0,88,-,-
盈利大廈,飛鳳街23號,單幢物業,22,98,-,-
景泰苑,景福街118號,單幢物業,0,857,-,-
鳳禮苑,鳳禮道8號,屋苑,21,690,-,-
康強洋樓,康強街32-34號,屋苑,47,190,-,-
譽•港灣,太子道東638號,屋苑,8,1159,11,$17939
欣榮花園,炮仗街99號,屋苑,20,900,7,$12548
農圃道18號,農圃道18號,單幢物業,14,324,4,$15751
帝庭豪園,農圃道11號,屋苑,20,475,4,-
聯盛大廈,湖光街1-7號,屋苑,46,934,17,$10927
黃埔唐樓,明安街15號,屋苑,51,510,12,$11335
昇御門,漆咸道北388號,屋苑,6,334,11,$16687
紅磡灣中心,必嘉街92-112號,屋苑,39,814,9,-
蕪湖居,蕪湖街111號,單幢物業,7,101,6,$18174
薈點,北拱街8號,單幢物業,5,103,5,$19190
寶石戲院大廈,明安街20號,屋苑,48,358,4,$11928
華寶大廈,寶其利街33-41號,單幢物業,34,58,3,-
寶御,新圍街1號,單幢物業,4,124,2,$13396
城中匯,寶其利街121號,單幢物業,3,95,1,-
寶利閣,寶其利街53號,單幢物業,25,56,1,-
悅目,利工街9號,單幢物業,2,217,-,-
何文田山畔,薈然徑8號,屋苑,2,173,-,-
金獅花園,翠田街5-7號,屋苑,31~32,2768,71,$14304
名城,美田路1號,屋苑,7~8,4264,70,$15285
豐盛苑,豐石街2-6號,屋苑,33,2448,31,$10455
美城苑,美田路32-36號,屋苑,26~34,2192,18,$11262
顯徑?,車公廟路69號,屋苑,0,5876,18,$8650
溱岸8號,車公廟路8號,屋苑,6,981,17,$15902
